,BE1,BE2,DE1,DE2,DE3,DE4,DK1,NL1,NL2,NL3,NL4,NO1,UK1,UK2,UK3,UK4
87,0.088,0.013575743500523926,0.0,0.0,0.0,0.04038110942810602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052293266756583065,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.001204770390088739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.010839015746733165,0.0,0.0,0.00019240837250385272,0.03310795245953026,0.004747299117069228,0.027906364146116414,0.05188672075325243,0.004344424323311123,0.011364062949125344,0.0,0.07879599517131003,0.01889159700446812,0.0,0.05718220582273347
107,0.014999999999999998,0.09760975892221074,0.0,0.0,0.0,0.061799936120968395,0.011137894082354728,0.10034397228454249,0.13519488092064186,0.06931399424124762,0.08962534270163525,0.0,0.2045086929280597,0.08111978919616564,0.03230834920991299,0.17269362790284823
108,0.084,0.0816987388286357,0.025612734603744802,0.0,0.0,0.075984651910758,0.0036517685515917143,0.045156316084593716,0.12477344150650488,0.1361247669497114,0.11547576975071976,0.0,0.29445866242844493,0.14179142730525743,0.07717292860802494,0.23461821058535215
109,0.244,0.0876959440656912,0.05202835354955624,0.0,0.0,0.04327787319784373,0.0,0.0933590656039476,0.055993917823937416,0.04797662385510762,0.08849590646442176,0.0,0.30612149916031145,0.2126288662484482,0.08678294532029242,0.2198415912833492
110,0.23200000000000004,0.07828301362390942,0.03314535992594741,0.0,0.0,0.012366895429461797,0.0,0.09485916172699299,0.015848961004336574,0.0038572132405860905,0.007694444748870134,0.0,0.21295922507915768,0.1827398264176606,0.07850768183369186,0.1495502290744736
111,0.018,0.04875226855026876,0.0,0.0,0.0,0.003031926778140467,0.0,0.0724530859500128,0.05353471866088457,0.0,0.019531983193809183,0.0,0.10492230992095208,0.11692955879471581,0.04711945414278288,0.0819366760528399
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.009083289696069407
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.143,0.11123332695011219,0.05541815346101451,0.05498814996022894,0.0,0.013930441668360934,0.018398592035545464,0.10848442606536789,0.11437759748915857,0.09813455630383841,0.1211666058447653,0.0,0.10041051232601216,0.03852622041720204,0.0,0.06571684481137924
131,0.261,0.2037758112722737,0.11543425254362105,0.19183576519271192,0.02432604831749714,0.04341896561822153,0.06789291985212619,0.17095318207305818,0.15448479455984357,0.1360345630464918,0.20281003877734122,0.0,0.2393027792403739,0.15466334624917033,0.08537869088109462,0.18615719391450408
132,0.327,0.3020467921250575,0.12895775036072996,0.1577426306240502,0.06241067193137762,0.07723507602840456,0.09642307501306617,0.24542193808074858,0.2134470348109277,0.18888937495435268,0.24602599769025732,0.0,0.31684503598819747,0.23549177101330313,0.18342065179300177,0.21793149034684434
133,0.332,0.2891740282178491,0.14414154072891358,0.11180325138115564,0.04385825724275723,0.09534808620158161,0.08431719285776254,0.2150001922460908,0.19945311698699028,0.1193503400484005,0.1828127812203561,0.0,0.3220264150365326,0.23427098113930453,0.22716116785839746,0.16604881146147285
134,0.222,0.23091726055706463,0.08819612014801881,0.02657839581676206,0.0,0.08407923945033445,0.06286124139439354,0.18148423381927709,0.12231424234345202,0.0574754205837442,0.08204721714644185,0.0,0.24498933040359538,0.17078112115081032,0.19757754885577702,0.07248076386188097
135,0.134,0.12146472902066549,0.04525477591656629,0.0,0.0,0.04047051368932913,0.0,0.09164054990387079,0.07900608217606259,0.02153888210090754,0.04933371339678569,0.0,0.07020407533514886,0.11332376251304317,0.12363689637725189,0.017621191231243772
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,0.0,0.006761203149449864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
