,BE1,BE2,DE1,DE2,DE3,DE4,DK1,NL1,NL2,NL3,NL4,NO1,UK1,UK2,UK3,UK4,DE_A,DE_B,NL_A,NL_C,NL_D,NL_E,NL_B,DK_B,DK_A,BE_B,DE_D,DE_F,DE_E,DE_C,UK_F,UK_G,UK_D,UK_E,UK_H,UK_B,UK_C,BE_A
0,,,,0.8654965666595709,,0.4780054117849972,0.47437558826687737,,0.9823625389497902,,,,0.9980208679199817,0.6699833744407463,0.9429087272866965,0.5123143861327069,0.32495258158636037,0.4104185548566145,0.503314711759504,1.0,0.8501160460103511,1.0,0.47544547735427034,1.0,0.7114772175821655,0.9460155065793497,1.0,1.0,1.0,0.7923990830424481,0.9423760315808575,0.5312022395383185,0.5807271064860591,0.97948900783609,0.8952256628324954,0.9610556499031064,0.954265114847924,0.8847246842096976
1,,,,0.8972472995832195,,0.5662973556446372,0.5222049519579736,,0.9923170788093786,,,,0.9967109565613467,0.6596163623273998,0.9817260801038282,0.5060152697707296,0.4779962054914872,0.795461244610675,0.5372832956701075,1.0,0.8462613793937702,1.0,0.5588849188012814,1.0,0.7737314960321002,0.9517327369051192,1.0,1.0,1.0,0.8539137662494621,0.950828679813132,0.588024957854451,0.5316090572801095,0.9022186886315818,0.898830633227166,0.9667036940157098,0.998620336457153,0.8586913759636674
2,,,,0.9521201305282645,,0.687824442440187,0.5414288520008175,,0.9929314611487631,,,,0.9962680977277228,0.6613942670431215,0.9999346185253752,0.5027341910865257,0.7525697010451095,0.8860431003278105,0.767208365271138,1.0,0.8935468268127709,1.0,0.7971931590225064,1.0,0.6747172882869757,0.9580213341195077,1.0,1.0,1.0,0.9467956418025384,0.9825977546123081,0.7185500038766064,0.5414757625119611,0.9355979831526524,0.9231391276356085,0.9918111897721442,0.9999873575042936,0.8091625475893751
3,,,,0.9984872787696125,,0.7531126315311756,0.5449607933683078,,0.9956009756295603,,,,0.9930621896554733,0.6648175929025468,0.9999326252906433,0.5047749966149933,0.8533285981531283,0.999986718769037,0.8222269971332222,1.0,0.9206916740245501,1.0,0.8676203113849106,1.0,0.7984877644661984,0.9592836879392419,1.0,1.0,1.0,0.9775392095437336,0.9999984685382888,0.8756596736156116,0.5235903056578756,0.9911852787638156,0.9168102398826591,0.993801625132613,0.9999883537403761,0.6981154390778262
4,,,,1.0,,0.766790785882543,0.543038343458747,,0.9991954319740424,,,,0.9903832045676897,0.6705126318108001,0.9999321434944078,0.5051895649669041,0.9894232919238934,0.9999855901487972,0.927225060716079,1.0,0.9664315541337509,1.0,0.9186634424870228,1.0,0.9287514146181114,0.9471576088871605,1.0,1.0,1.0,0.9999934160270959,0.9999947053922233,0.9147894599034939,0.6070365289177163,0.9999928911797982,0.9164197527339673,0.9799844738897667,0.9999897692701419,0.548629901304069
5,,,,1.0,,0.768599697285107,0.5377066220842962,,0.9998593058557537,,,,0.9878963520887809,0.6833896112971736,0.999932698078169,0.5073660699427629,0.9999863682293907,0.99998546662009,0.9122701236911267,1.0,0.9628023457284327,1.0,0.9392062782377282,1.0,0.9951414233252805,0.9367081335049947,1.0,1.0,1.0,0.9999932773242758,0.9999987512724795,0.8847769528922548,0.5890511457745241,0.9999903487268852,0.8729853257561931,0.9598221193061895,0.9999943628054726,0.48670863246947077
6,,,,1.0,,0.7699465830314479,0.5309701513829522,,0.9998757029557637,,,,0.9841060003249628,0.7279829171852247,0.9999340397419826,0.5341593191347531,0.9999854907148862,0.9999866628872698,0.9422284317386347,1.0,0.972527299942621,1.0,0.9514170180364625,1.0,0.9864003447067181,0.9197545548789772,1.0,1.0,1.0,0.9999932504336616,0.9965199115099662,0.8824478809286943,0.7269736926797864,0.9999902593799436,0.851054732844595,0.9532614452683797,0.9999912195792623,0.4027375317965559
7,,,,1.0,,0.7703949487187233,0.5271868458489332,,0.9998540593647424,,,,0.9773723235995563,0.721328240629733,0.9999338847082742,0.5409222036547214,0.9999914307010617,0.9999848004629341,0.9121692136697483,1.0,0.9738976785576283,1.0,0.913490275777368,1.0,0.9491307171295996,0.9067310218610057,1.0,1.0,1.0,0.9999950735416203,0.9926915046528536,0.9004423437621629,0.8929682254826564,0.9999901562774615,0.8220155320692321,0.9578043458781053,0.9999879270989682,0.34392869605740717
8,,,,1.0,,0.7706075388625943,0.5285690596183087,,0.999432546336953,,,,0.9693098256298248,0.7588492443830882,0.9999335905458476,0.5593195227558264,0.9999895788931773,0.9999850872913738,0.870109714401587,1.0,0.9588152574318319,1.0,0.9287192364206407,1.0,0.9306026730481943,0.8999863405923009,1.0,1.0,1.0,0.999993443683867,0.9999945023138772,0.9145393529891822,0.9335728139191496,0.999989727070475,0.7962961773990043,0.9596087177983458,0.9999873400465898,0.3193686306450386
9,,,,1.0,,0.7781158856059245,0.5425499602232636,,0.9991117755604186,,,,0.958832522594815,0.921765931032501,0.9999344320620942,0.6702777165709382,0.9999887969612308,0.999988738104397,0.9403638550339737,1.0,0.9657598110030132,1.0,0.9987711383479742,1.0,0.7997129376298076,0.890800277078568,1.0,1.0,1.0,0.9999938616166903,0.9999923754815834,0.9571218977685234,0.9583773536652351,0.9999897570279058,0.760009809255126,0.9679930054136605,0.9999856622866528,0.30517798249994343
