,BE1,BE2,DE1,DE2,DE3,DE4,DK1,NL1,NL2,NL3,NL4,NO1,UK1,UK2,UK3,UK4,DE_A,DE_B,NL_A,NL_C,NL_D,NL_E,NL_B,DK_B,DK_A,BE_B,DE_D,DE_F,DE_E,DE_C,UK_F,UK_G,UK_D,UK_E,UK_H,UK_B,UK_C,BE_A
0,,,,0.04871405007848777,,0.8219946291058475,0.7574974860970213,,0.0,,,,0.031021410830744275,0.6381063001252989,0.10213914677428522,0.556453546356693,0.012048003931531243,0.0,0.0,0.0,0.0,0.0,0.0,0.18003453176100714,0.4005970131989797,0.0,0.008028901339816237,0.1369905710220337,0.15495530152911277,0.0,0.07516288401134841,0.006328050131204319,0.2552394263011995,0.1281242350259617,0.004451326850132947,0.03455082885553488,0.2056238798300322,0.0
1,,,,0.046140785064084464,,0.8322320115883678,0.7643944815918835,,0.0,,,,0.0276617302351954,0.6255946005011171,0.15900714154118634,0.5612105028273935,0.0130555425082204,0.003776398426285907,0.0,0.0,9.86003612470849e-05,0.0,0.0,0.24334264092707278,0.5185529607728413,0.0,0.009092754903071144,0.1742881217709294,0.1761309013152286,0.0,0.08647998659793793,0.011356153146586178,0.3362078707475018,0.1896732866878463,0.009017149743921617,0.032223982516317445,0.22483571233724428,0.0
2,,,,0.03436187253898406,,0.8293619381214546,0.760212776435815,,0.0,,,,0.02759306905851867,0.6246410447367341,0.2757581251789436,0.5384558074620928,0.020003113790660384,0.02798896563450089,0.0,0.0,0.0021481063045104523,0.0,0.0,0.3461155075371277,0.6729622490022474,0.0,0.011379502141305207,0.22444018028400564,0.15776256434223715,0.009394173008147948,0.09522485679746594,0.017985256391971502,0.34708990403682893,0.24343566707502476,0.017705751068417378,0.04111583861293036,0.2537699917750505,0.0
3,,,,0.03717772028053621,,0.7957859339183453,0.6561411668822689,,0.027516678032122162,,,,0.022490044622013226,0.6373066819048923,0.4052777592691466,0.5131651435145398,0.041334820484818624,0.06445084563383534,0.016921207567753376,0.0,0.010845294226392854,0.0,0.013070485648680274,0.4622266919970047,0.7461383525913644,0.0,0.026304101745344092,0.2743563914299011,0.1669704857891023,0.0254934400607668,0.1182770236157178,0.01932977429389394,0.3782579864354958,0.36002243679762796,0.02812051293001015,0.06514888217121441,0.3027277836763377,0.0
4,,,,0.05233906895281319,,0.7789294359659379,0.5725262565381435,,0.05325225714633339,,,,0.023154114720883603,0.6253798918485677,0.5256828902310078,0.48141573776181784,0.07783408327831193,0.1343525541341808,0.04214681097760803,0.0,0.03291087494343907,0.0,0.03353364583208561,0.43367562316442154,0.6527104495693562,0.0,0.054440033732019597,0.2961373690322594,0.18991419280651298,0.059937169687806276,0.15994919934013893,0.02755852127294878,0.46622448106158354,0.5357464833770937,0.03848477847435046,0.0936644765984242,0.36056780057854537,0.023732132092812056
5,,,,0.069273138122865,,0.7725993385555939,0.5332444952140165,,0.08947233566484955,,,,0.03325804958403006,0.5981881612411847,0.643275246342742,0.4524105428678667,0.1649389945268628,0.2653920013327169,0.11749092310111468,0.008615529166045481,0.08370188058934692,0.05753709051344129,0.09775442826768774,0.3823232264091104,0.5924471836299734,0.015064792885872254,0.11785713538069281,0.2805996445373253,0.19423570528019518,0.149907066691705,0.20701357621436098,0.08266735127348845,0.6001346476922971,0.7055159111791076,0.08180752875297795,0.09073801365898997,0.4580193546262646,0.07056736167471052
6,,,,0.0814343658317045,,0.758835176658617,0.5146416038892723,,0.1432003714912816,,,,0.05957339390216269,0.5506322984172898,0.764409727440173,0.42321622166282696,0.28017405805042095,0.3514875829975054,0.22824470257778562,0.03258095290807639,0.16584487382225271,0.12544653813044226,0.1873038628429953,0.33014289339783204,0.5212311280909515,0.0328948825923419,0.2060846457439968,0.25704228295220266,0.1570352929113897,0.2586502251734847,0.29228828924752137,0.1377383482118043,0.8066070006754499,0.8956113526086408,0.12798268237307844,0.10358785530039356,0.5889291676556158,0.0929554989905646
7,,,,0.11223107935434364,,0.7341173866698067,0.5383063059599648,,0.1826202970805921,,,,0.08813784264808293,0.4946298601547025,0.8359092369089556,0.354218929598354,0.38654179871456223,0.39362520689243574,0.32867656555607544,0.039152767739319756,0.21755183653956708,0.23218541304270424,0.2905632880633118,0.32346877251180056,0.49779040647702677,0.03940122323659313,0.2980335036064795,0.25909485534385396,0.14207810584711847,0.362979868963521,0.42592142091289975,0.19550278513554165,0.8671843849126253,0.9559539930070885,0.15423333328354985,0.12912482951952,0.7425960922036386,0.08750418905161152
8,,,,0.15049222725940994,,0.6936494809894292,0.5810800416006432,,0.18597941719858269,,,,0.1392521519966796,0.41914214556702994,0.8911620155145779,0.29189133837298986,0.37493387333067796,0.3841684027285827,0.4171017272887917,0.02270730098844963,0.2500966778349498,0.3233786357773674,0.3998648797567904,0.30539794886911875,0.47506953533872043,0.028044488582143028,0.3093205472520574,0.2746256009737651,0.14631754586928908,0.36295244017706607,0.5387706395755896,0.2606536216763505,0.8982011986788068,0.988184435561407,0.18631117231322644,0.18554999213009427,0.8702490324703647,0.06895927882383213
9,,,,0.13910989922213265,,0.6693402587754885,0.5994830252077468,,0.18567182937421295,,,,0.2072264484189865,0.39920703050598916,0.951988650534784,0.2750327039544557,0.2847092136593257,0.3596493978917653,0.48436627370925045,0.023631750898948325,0.27858311489269927,0.29203309747907846,0.514100848910084,0.31303815224584697,0.45077056322989734,0.024233598365828526,0.21199879590288756,0.3019959898348208,0.1599802364670675,0.30321370037250345,0.6654590108663193,0.34716197503163987,0.9202114442444908,0.995735033869308,0.21462058763508074,0.28072900937936496,0.9506188473234636,0.05627811321701538
